"popularity_score","title","artist","year","decade","original_vocal","categories","Social_singing","artist_review_flag","cleanup_notes"
"1","Kashmire","Led Zeppelin","","","","","","",""
"1","Misty Mountain Hop","Led Zeppelin","1971","70s","","Rock, Hard Rock, Classic Rock, Blues Rock, Folk Rock","","",""
"1","Song Remains the Same","Led Zeppelin","2005","2000s","","Rock, Hard Rock, Classic Rock, Blues Rock, Folk Rock","","",""
"1","Your Time Is Gonna Come","Led Zeppelin","1969","60s","","Rock, Hard Rock, Classic Rock, Blues, Blues Rock","","",""
"1","I May Hate Myself in the","Lee Ann Morning Womack","","","","","","",""
"1","The Fool","Lee Ann Womack","1997","90s","Female","Country, Contemporary Country, Modern Country, Country Rock","","",""
"1","You've Got to Talk to Me","Lee Ann Womack","1997","90s","Female","Country, Contemporary Country, Country Rock","","",""
"1","Wandrin' Star","Lee Marvin","1989","80s","Male","","","",""
"1","The Long Black Veil","Lefty Frizzell","1959","50s","Male","Country, Americana","","",""
"1","Steal My Sunshine","Len","1999","90s","","Pop, Disco","","",""
"1","Stormy Weather","Lena Horne","1957","50s","Female","Pop, Jazz","","",""
"1","Woman","Lenny - American Kravitz","","","","","","",""
"1","Again","Lenny Kravitz","2000","2000s","Male","Rock, Alternative Rock, Hard Rock, Pop Rock, Pop","","",""
"1","Tight Rope","Leon Russell","1972","70s","Male","Rock, Classic Rock, Pop, Singer-Songwriter, Blues Rock","","",""
"1","She Won'T Be Lonely Long","Leroy Parnell","","","","","","",""
"1","Tender Moment","Leroy Parnell","","","","","","",""
"1","Maybe I Know","Lesley Gore","1964","60s","Female","Pop","","",""
"1","You Dont Own Me","Lesley Gore","","","","","","",""
"1","You Don'T Own Me","Leslie Gore","","","","","","",""
"1","History of a Boring Town","Less Than Jake","1998","90s","","Rock, Punk, Reggae, Ska","","",""
"1","Gypsy","Let Me Entertain You","","","","","","",""
"1","Jagged Edge","Let'S Get Married","","","","","","",""
"1","Let'S Play House Baby","Elvis Presley","","","","","","",""
"1","Every Other Time","Lfo","2001","2000s","","Pop, Teen Pop","","",""
"1","Summer Girls","Lfo","1999","90s","","Pop, Teen Pop, Hip-Hop, Pop Rap, Boy Band","","",""
"1","Lovers & Friends","Lil Jon","2005","2000s","Mixed","Hip-Hop, R&B","","",""
"1","Let's Go","Lil Jon & Trick Daddy","","","","","","",""
"1","Lollipop","Lil Wayne & Static Major","","","","","","",""
"1","Lady Marmalade Mya & Pink","Lil' Kim Christina Aguilera","","","","","","",""
"1","I Wanna Fall in Love","Lila Mccann","1997","90s","Female","Country","","",""
"1","Littlest Things","Lily Allen","2006","2000s","Female","Indie Rock, Pop, Hip-Hop, Pop Rap","","",""
"1","Not Fair (sf)","Lily Allen","","","","","","",""
"1","Con La Misma Piedra","Limite","1995","90s","","","","",""
"1","My Generation","Limp Bizkit","2000","2000s","","Rock, Alternative Rock, Alternative Metal, Heavy Metal, Metal","","",""
"1","Rollin'","Limp Bizkit","2000","2000s","","Rock, Alternative Rock, Pop Rock, Hip-Hop, Alternative Metal","","",""
"1","Love Is a Rose","Linda Ronstadt","1975","70s","Female","Country, Rock, Pop Rock, Pop, Adult Contemporary","","",""
"1","Mohammed's Radio","Linda Ronstadt","1978","70s","Female","Rock, Pop Rock, Pop, Country Rock","","",""
"1","Poor Poor Pitiful Me","Linda Ronstadt","1977","70s","Female","Country, Rock, Pop","","",""
"1","Silver Threads & Golden Needles","Linda Ronstadt","1969","60s","Female","Country, Pop, Folk, Country Rock","","",""
"1","Someone to Lay Down Beside Me","Linda Ronstadt","1976","70s","Female","Rock, Pop, Country Rock","","",""
"1","Tracks of My Tears","Linda Ronstadt","1975","70s","Female","Country, Rock, Pop Rock, Classic Rock, Pop","","",""
"1","Broken","Lindsey Haun","2006","2000s","Female","Country","","",""
"1","Forgotten","Linkin Park","2000","2000s","","Rock, Alternative Rock, Alternative Metal, Heavy Metal, Nu Metal","","",""
"1","Run Away","Linkin Park","","","","","","",""
"1","Runaway","Linkin Park","2000","2000s","","Rock, Alternative Rock, Alternative Metal, Heavy Metal, Nu Metal","","",""
"1","Shadow of the Day","Linkin Park with Vocals","","","","","","",""
"1","Circle of Life","Lion King","","","","","","",""
"1","Easy","Lionel Richie","2000","2000s","Male","Country Pop, Pop, R&B, Contemporary R&B, Soul","","",""
"1","Oh No","Lionel Richie","2008","2000s","Male","Country Pop, Pop, R&B, Contemporary R&B, Soul","","",""
"1","Dht","Listen to Your Heart","","","","","","",""
"1","Tears on My Pillow Imperials","Little Anthony & the","","","","","","",""
"1","Good as Gone","Little Big Town","2005","2000s","","Country, Contemporary Country, Modern Country, Country Pop, Bluegrass","","",""
"1","Wings","Little MIX","2012","2010s","","Rock, Pop, Dance-Pop, Teen Pop, Britpop","","",""
"1","Grits Ain'T Groceries","Little Milton","1969","60s","Male","Soul, Blues","","",""
"1","Night Owls","Little River Band","1982","80s","","Rock","","",""
"1","Little Things","Good Charlotte","","","","","","",""
"1","Live Again","Sevendust","","","","","","",""
"1","Extraordinary","Liz Phair","2003","2000s","Female","Rock, Alternative Rock, Pop Rock, Pop","","",""
"1","Polyester Bride","Liz Phair","1991","90s","Female","Rock, Alternative Rock, Indie Rock, Singer-Songwriter","","",""
"1","Caberet","Liza Minelli","","","","","","",""
"1","Locked Up (Radio)","Akon feat. Styles P.","","","","","","",""
"1","Danny's Song","Loggins & Messina","1974","70s","","Rock, Pop, Country Rock, Soft Rock","","",""
"1","Kinks","Lola","","","","","","",""
"1","One's on the Way","Loretta Lynn","1972","70s","Female","Country","","",""
"1","A Picture of Me Without You","Lorrie Morgan","1991","90s","Female","Country, Contemporary Country","","",""
"1","Dear Me","Lorrie Morgan","1988","80s","Female","Country, Contemporary Country, Country Pop","","",""
"1","Go Away, No Wait a Minute","Lorrie Morgan","","","","","","",""
"1","Good as I Was to You","Lorrie Morgan","1996","90s","Female","Country, Contemporary Country, Country Rock","","",""
"1","He Talks to Me","Lorrie Morgan","1989","80s","Female","Country, Contemporary Country, Country Pop","","",""
"1","Macarena","Los Del Rio","1995","90s","","Latin","","",""
"1","We Belong Together","Los Lobos","1987","80s","","Country, Rock, Folk, Blues, Latin","","",""
"1","La Puerta Negra","Los Tigres Del Norte","1986","80s","","Latin","","",""
"1","Rooftops (a Liberation Broadcast)","Lost Prophets","","","","","","",""
"1","Mambo #5","Lou Bega","","","","","","",""
"1","Dominick the Donkey","Lou Monte","1993","90s","Male","Pop","","",""
"1","Bring It on Home to Me","Lou Rawls & Sam Cook","","","","","","",""
"1","The Kingsmen","Louie Louie","","","","","","",""
"1","What a Wonderful World","Louis - (cbpr) Armstrong","","","","","","",""
"1","Stuck in the Middle with You","Louise","2001","2000s","Female","Pop","","",""
"1","Feel Like Making","Love","","","","","","",""
"1","James & Etta - Sunday Kind of","Love","","","","","","",""
"1","Marilyn - Tainted Manson","Love","","","","","","",""
"1","Pierce the Veil Bulletproof","Love","","","","","","",""
"1","The Cardigans","Lovefool","","","","","","",""
"1","Turn Me Loose","Loverboy","1981","80s","","Rock, Hard Rock","","",""
"1","Sabor a MI","Lucho Gatica","1960","60s","Male","Latin","","",""
"1","Money Maker","Ludacris & Pharrell","","","","","","",""
"1","How Low","Ludacris & Shawna","","","","","","",""
"1","America","Luis Miguel","","","","","","",""
"1","Inolvidable","Luis Miguel","1991","90s","Male","Pop, Latin, Latin Pop","","",""
"1","Suena","Luis Miguel","1996","90s","Male","Pop","","",""
"1","Drink a Beer","Luke Bryan","2013","2010s","Male","Country, Contemporary Country","","",""
"1","To Sir with Love","Lulu","1967","60s","Female","Pop Rock, Pop, Adult Contemporary","","",""
"1","Daydreamin'","Lupe Fiasco","2024","2020s","Male","Hip-Hop, Pop Rap","","",""
"1","Always & Forever","Luther Vandross","1994","90s","Male","Pop, R&B, Soul, Funk","","",""
"1","Here & Now","Luther Vandross","1989","80s","Male","Pop, Soul","","",""
"1","No Rest for the Wicked","Lykke LI","2014","2010s","Female","Rock, Pop, Indie Pop, Singer-Songwriter, Electronic","","",""
"1","She's No Lady","Lyle Lovett","1987","80s","Male","Country","","",""
"1","Don'T Ask Me No Questions","Lynyrd Skynyrd","1974","70s","","Rock, Hard Rock, Classic Rock, Blues Rock, Southern Rock","","",""
"1","Saturday Night Special","Lynyrd Skynyrd","1975","70s","","Rock, Hard Rock, Classic Rock, Blues Rock, Southern Rock","","",""
"1","Working for the Mca","Lynyrd Skynyrd","","","","","","",""
"1","U Can'T Touch This","MC Hammer","1990","90s","Male","Pop, Hip-Hop, Pop Rap","","",""
"1","Girl I'M Gonna Miss You","MILLI Vanilli","1989","80s","","Pop","","",""
"1","Girl You Know It's True","MILLI Vanilli","1988","80s","","Pop, Dance-Pop, Pop Rap, Disco, Electronic","","",""
"1","It's Hard to Be Humble","Mac Davis","1980","80s","Male","Country, Country Pop, Country Rock","","",""
"1","Dang","Mac Miller","2017","2010s","Male","Hip-Hop","","",""
"1","Forget Me Too","Machine Gun Kelly","2020","2020s","Mixed","Country, Rock, Alternative Rock, Pop Rock, Pop","","",""
"1","I Try","Macy Grey","","","","","","",""
"1","Friends Don'T","Maddie & Tae","2018","2010s","","Country, Country Pop","","",""
"1","Your Side of Town","Maddie & Tae","2014","2010s","","Country, Country Pop","","",""
"1","Cherish","Madonna","1989","80s","Female","Country Pop, Pop Rock, Pop, Dance-Pop, Electropop","","",""
"1","Dress You Up","Madonna","1984","80s","Female","Rock, Pop, Dance-Pop, Hip-Hop, Adult Contemporary","","",""
"1","Lucky Star","Madonna","1983","80s","Female","Rock, Pop Rock, Pop, Dance-Pop, Hip-Hop","","",""
"1","Open Your Heart","Madonna","1988","80s","Female","Country Pop, Pop Rock, Pop, Dance-Pop, Electropop","","",""
"1","Secret","Madonna","1994","90s","Female","Rock, Pop, Dance-Pop, Hip-Hop, Adult Contemporary","","",""
"1","Dream a Little Dream","Mama Cass","1995","90s","Female","Pop Rock, Baroque Pop, Folk Pop","","",""
"1","Dream a Little Dream of Me","Mama Cass Elliot","2004","2000s","Female","Pop Rock, Baroque Pop, Folk Pop","","",""
"1","0","Mama Mia","","","","","","",""
"1","Dream a Little Dream of Me","Mamas & the the Papas","","","","","","",""
"1","Angel De Amor","Mana","2002","2000s","","Latin","","",""
"1","Calvado En Un Bar","Mana","","","","","","",""
"1","Me Vale","Mana","1992","90s","","Rock, Latin","","",""
"1","Rayando El Sol","Mana","1990","90s","","Rock, Latin","","",""
"1","Candy","Mandy Moore","1999","90s","Female","Pop, Teen Pop","","",""
"1","The Boy from New York City","Manhattan Transfer","1994","90s","","Pop, Jazz Fusion","","",""
"1","Back That Thang Up Wayne","Manny Fresh Juvenile & L'Il","","","","","","",""
"1","Blue Moon","Marcels","","","","R&B","","",""
"1","If You Were Mine","Marcos Hernandez","2005","2000s","Male","","","",""
"1","Sherry Frazier","Marcy Playground","","","","","","",""
"1","If Love Is a Red Dress","Maria Mckee","","","","","","",""
"1","Heartbreaker","Mariah Carey","1999","90s","Female","Pop, Dance-Pop, Hip-Hop, R&B, Contemporary R&B","","",""
"1","I Don'T Wanna Cry","Mariah Carey","1990","90s","Female","Rock, Pop, Dance-Pop, R&B, Contemporary R&B","","",""
"1","Love Takes Time","Mariah Carey","1990","90s","Female","Rock, Pop, Dance-Pop, Hip-Hop, R&B","","",""
"1","Music Box","Mariah Carey","1993","90s","Female","Pop, Dance-Pop, Hip-Hop, R&B, Contemporary R&B","","",""
"1","Open Arms","Mariah Carey","1995","90s","Female","Rock, Pop, Dance-Pop, Hip-Hop, R&B","","",""
"1","Without You","Mariah Carey","1993","90s","Female","Pop, Dance-Pop, Hip-Hop, R&B, Contemporary R&B","","",""
"1","You Don'T Have to Be a Star (to Be in My Show) Jr.","Marilyn Mccoo & Billy Davis","","","","","","",""
"1","Just a","Mario","","","","","","",""
"1","Brother Jukebox","Mark Chesnutt","1990","90s","Male","Country, Contemporary Country, Modern Country, Alt-Country","","",""
"1","I'll Think of Something","Mark Chesnutt","1992","90s","Male","Country, Contemporary Country","","",""
"1","Rollin' with the Flow","Mark Chesnutt","2007","2000s","Male","Country, Contemporary Country","","",""
"1","He's My Son","Mark Schultz","1999","90s","Male","","","",""
"1","I Do Cherish You","Mark Wills","1998","90s","Male","Country, Contemporary Country","","",""
"1","Good Vibrations","Marky Mark & Funky Bunch","","","","","","",""
"1","Payphone (Instrumental)","Maroon 5 feat. Wiz Khalifa","","","","","","",""
"1","Won'T Go Home Without You","Maroon 5","2007","2000s","","Rock, Alternative Rock, Pop Rock, Pop, Hip-Hop","","",""
"1","Dancing in the Street Vandellas","Martha Reeves & the","","","","","","",""
"1","How Far","Martina McBride","2003","2000s","Female","Country, Contemporary Country, Rock, Country Rock","","",""
"1","Safe in the Arms of Love","Martina McBride","1995","90s","Female","Country, Contemporary Country, Modern Country, Country Pop, Bluegrass","","",""
"1","Wild Angels","Martina McBride","1995","90s","Female","Country, Contemporary Country, Modern Country, Bluegrass, Country Rock","","",""
"1","Wrong Again","Martina McBride","1997","90s","Female","Country, Contemporary Country, Modern Country, Rock, Country Rock","","",""
"1","White Sport Coat and a Pink Carnation","Marty Robbins","2006","2000s","Male","Country","","",""
"1","Hillbilly Rock","Marty Stuart","1989","80s","Male","Country, Bluegrass, Country Rock","","",""
"1","The Whiskey Ain'T Workin'","Marty Stuart & Travis Tritt","","","","","","",""
"1","Disc # - Track #02 - Ain'T No Mountain High Enough","Marvin Gaye","","","","","","",""
"1","Got to Give It Up","Marvin Gaye","1977","70s","Male","Motown","","",""
"1","I Heard It Through the Grapevine","Marvin Gaye","1968","60s","Male","Contemporary R&B, Soul, Funk, Motown","","",""
"1","Mercy Mercy Me","Marvin Gaye","1971","70s","Male","Contemporary R&B, Soul, Funk, Motown","","",""
"1","What's Goin' on","Marvin Gaye","1996","90s","Male","Contemporary R&B, Soul, Funk, Motown","","",""
"1","Ain'T No Mountain High","Marvin Gaye & Tammy Terrell Enough","","","","","","",""
"1","I Take My Chances","Mary Chapin Carpenter","1992","90s","Female","Country, Contemporary Country, Alt-Country, Folk, Country Rock","","",""
"1","Family Affair","Mary J. Blige","2000","2000s","Female","Pop, Dance-Pop, Hip-Hop, R&B, Contemporary R&B","","",""
"1","Not Gon' Cry","Mary J. Blige","1995","90s","Female","R&B, Soul","","",""
"1","You Remind Me","Mary J. Blige","1991","90s","Female","Dance-Pop, Hip-Hop, R&B, Contemporary R&B, Soul","","",""
"1","Supercalifragilisticexpialidocious","Mary Poppins","","","","","","",""
"1","If You're Gone","Matchbox Twenty","2000","2000s","","Rock, Alternative Rock, Pop Rock, Post-Grunge","","",""
"1","How Far We've Come","Matchbox Twenty with Vocals","","","","","","",""
"1","Softly as I Leave You","Matt Monroe","","","","","","",""
"1","Right Back Where We Started from","Maxine Nightingale","1975","70s","Female","","","",""
"1","This Woman's Work","Maxwell","1997","90s","Male","R&B, Soul","","",""
"1","That","Mcentire & Reba - Going Out Like","","","","","","",""
"1","You Took the Words Right Out of My Mouth","Meatloaf","1997","90s","Male","Rock, Hard Rock, Classic Rock","","",""
"1","Movin","Meghan - Lips Are Trainor","","","","","","",""
"1","Dear Future Husband (wbgv)","Meghan Trainor","","","","","","",""
"1","Me Too","Meghan Trainor","2016","2010s","Female","Pop, R&B","","",""
"1","Blue Moon","Mel Torme","1956","50s","Male","Jazz","","",""
"1","Lay Down","Melanie","1985","80s","Female","Pop, Folk, Singer-Songwriter, Folk Pop","","",""
"1","Look What They've Done to My Song","Melanie","1989","80s","Female","Pop, Folk, Singer-Songwriter, Folk Pop","","",""
"1","It's All in the Movies","Merle Haggard","1977","70s","Male","Country, Singer-Songwriter","","",""
"1","That's the Way Love Goes","Merle Haggard","1983","80s","Male","Country, Singer-Songwriter","","",""
"1","Today I Started Loving You Again","Merle Haggard","1972","70s","Male","Country, Singer-Songwriter","","",""
"1","Sad but True","Metallica","1992","90s","","Hard Rock, Heavy Metal, Metal","","",""
"1","The Memory Remains","Metallica","2004","2000s","","Hard Rock, Heavy Metal, Metal","","",""
"1","Distance","Michael - Go the Bolton","","","","","","",""
"1","Come Fly with Me","Michael Buble","2003","2000s","Male","Jazz, Latin","","",""
"1","Dream a Little Dream of Me","Michael Buble","2005","2000s","Male","Jazz, Latin","","",""
"1","Have Yourself a Merry Little Christmas","Michael Buble","2011","2010s","Male","Pop, Jazz","","",""
"1","It Had Better Be Tonight","Michael Buble","2007","2000s","Male","Jazz","","",""
"1","You Don'T Know Me","Michael Buble","2005","2000s","Male","Jazz, Latin","","",""
"1","Don'T Stop Till You Get Enough","Michael Jackson","1982","80s","Male","Pop Rock, Pop, Dance-Pop, Hip-Hop, Pop Rap","","",""
"1","Human Nature","Michael Jackson","1992","90s","Male","Pop Rock, Pop, Dance-Pop, Hip-Hop, Pop Rap","","",""
"1","I'll Be There","Michael Jackson","1988","80s","Male","Pop Rock, Pop, Dance-Pop, Hip-Hop, Pop Rap","","",""
"1","Remember the Time","Michael Jackson","1991","90s","Male","Rock, Pop, Dance-Pop, Hip-Hop, R&B","","",""
"1","You Rock My World","Michael Jackson","2001","2000s","Male","Pop, Dance-Pop, R&B, Contemporary R&B, Disco","","",""
"1","Girl Is Mine, the Mccartney","Michael Jackson & Paul","","","","","","",""
"1","Ain'T No Mountain High Enough","Michael Mcdonald","2003","2000s","Male","Pop, R&B, Soul, Adult Contemporary, Motown","","",""
"1","Wildfire","Michael Murphy","","","","","","",""
"1","From Here to Eternity","Michael Peterson","1997","90s","Male","Country","","",""
"1","Everywhere","Michelle Branch","2001","2000s","Female","Rock, Pop Rock, Pop, Dance-Pop, Singer-Songwriter","","",""
"1","Goodbye to You","Michelle Branch","2000","2000s","Female","Rock, Pop, Disco","","",""
"1","The Impression I Get","Mighty Mighty Bosstones","","","","","","",""
"1","Amante Bandido","Miguel Bose","1984","80s","Male","Rock, Pop, Adult Contemporary, Latin, Latin Pop","","",""
"1","Adore You","Miley Cyrus","2013","2010s","","Pop, Dance-Pop","","",""
"1","Jaded","Miley Cyrus","2023","2020s","","Pop","","",""
"1","Road","Miller & Roger - King of the","","","","","","",""
"1","You'll Never Know","Mindy McCready","1997","90s","Female","Country, Country Pop, Country Rock","","",""
"1","Bad Boy","Miranda Lambert","2016","2010s","Female","Country, Contemporary Country, Country Pop, Singer-Songwriter","","",""
"1","Country Money","Miranda Lambert","2022","2020s","Female","Country, Contemporary Country, Country Pop, Singer-Songwriter","","",""
"1","Jack Daniels","Miranda Lambert","2001","2000s","Female","Country, Contemporary Country, Country Pop, Singer-Songwriter","","",""
"1","Makin Plans","Miranda Lambert","2009","2000s","Female","Rock","","",""
"1","Smokin' and Drinkin'","Miranda Lambert","","","","","","",""
"1","That's What Makes the Jukebox Play","Miranda Lambert","2022","2020s","Female","Country, Contemporary Country, Country Pop, Singer-Songwriter","","",""
"1","They've Closed Down the Honky Tonks","Miranda Lambert","2021","2020s","Female","Country, Contemporary Country, Country Pop, Singer-Songwriter","","",""
"1","Music City Queen B-52'S","Miranda Lambert Ft.. the","","","","","","",""
"1","Famous in a Small Town","Miranda W-Vocal Lambert","","","","","","",""
"1","Scandalous","Mis Teeq","2002","2000s","","Pop, Dance-Pop, Teen Pop, R&B, Soul","","",""
"1","Miss Me Baby","Chris Cagle","","","","","","",""
"1","Notorious B.i.g. & Puff Daddy & Mase","Mo Money Mo Problems","","","","","","",""
"1","Bandy the Rodeo Clown","Moe Bandy","1975","70s","Male","Country","","",""
"1","Flirtin' with Disaster","Molly Hatchet","1979","70s","","Rock, Hard Rock, Pop Rock, Classic Rock, Southern Rock","","",""
"1","Hell Yeah","Montgomery Gentry","2002","2000s","","Country, Contemporary Country, Modern Country, Rock, Country Rock","","",""
"1","Something to Be Proud of","Montgomery Gentry","2004","2000s","","Country, Contemporary Country, Modern Country, Rock, Country Rock","","",""
"1","Tracy Bonham","Mother Mother","","","","","","",""
"1","Sex Bomb","Mousse T & Tom Jones","","","","","","",""
"1","Movin' on","Bad Company","","","","","","",""
"1","Wild World","Mr. Big","1993","90s","","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"1","Cha-Cha Slide","Mr. C. Slide Man","","","","","","",""
"1","Mr. Celophane","Chicago","","","","","","",""
"1","Kyrie","Mr. Mister","1985","80s","","Rock, Pop Rock, Pop, Adult Contemporary, Electronic","","",""
"1","Mannish Boy","Muddy Waters","1968","60s","Male","Blues","","",""
"1","Fall into Sleep","Mudvayne","2005","2000s","","Rock, Alternative Metal, Heavy Metal, Metal, Metalcore","","",""
"1","Happy","Mudvayne","2005","2000s","","Rock, Hard Rock, Alternative Metal, Heavy Metal, Metal","","",""
"1","Mujeres Divinas","Vicente Fernandez","","","","","","",""
"1","Reflection","Mulan","1998","90s","","","","",""
"1","Roll Away Your Stone","Mumford & Sons","2008","2000s","","Alt-Country, Rock, Alternative Rock, Pop Rock, Indie Folk","","",""
"1","Whispers in the Dark","Mumford & Sons","2012","2010s","","Rock, Indie Rock, Folk, Indie Folk, Bluegrass","","",""
"1","Hysteria (i Want It Now)","Muse","","","","","","",""
"1","Knights of Cydonia","Muse","2006","2000s","","Rock, Alternative Rock, Electronic, Progressive Rock, Punk","","",""
"1","Supermassive Black Hole","Muse","2006","2000s","","Rock, Alternative Rock, Funk Rock, Punk","","",""
"1","Porn Star Dancing (by Fytosound)","My Darkest Day","","","","","","",""
"1","New Found Glory","My Friends Over You","","","","","","",""
"1","Westlife","My Love","","","","","","",""
"1","Gone","NSYNC","2001","2000s","","Pop, Dance-Pop, Teen Pop","","",""
"1","I Want You Back","NSYNC","1996","90s","","Pop, Dance-Pop, Teen Pop, Boy Band, Dance","","",""
"1","Beetlejuice (musical) Say My","Name","","","","","","",""
"1","I Can","Nas","2002","2000s","Male","Hip-Hop","","",""
"1","Nature Boy","Nat King Cole","1963","60s","Male","Pop, R&B, Jazz","","",""
"1","Smile","Nat King Cole","1964","60s","Male","Pop, R&B, Jazz","","",""
"1","Unforgettable","Nat King Cole & Natalie","","","","","","",""
"1","Orange Colored Sky","Natalie Cole","1991","90s","Female","Rock, R&B, Adult Contemporary, Jazz","","",""
"1","Jealousy","Natalie Merchant","1995","90s","Female","Rock, Alternative Rock, Pop, Singer-Songwriter, Soft Rock","","",""
"1","Higher a","Nathanson & Matt - Come on Get","","","","","","",""
"1","0.p.p.","Naughty by Nature","","","","","","",""
"1","Love Hurts","Nazareth","1984","80s","","Rock, Hard Rock, Classic Rock, Soft Rock","","",""
"1","Let Me Love You (until You Learn to Love Yourself)","Ne-Yo","2012","2010s","Male","Pop, Dance-Pop, Dance","","",""
"1","Billy's Got His Beer Goggles on","Neal Mccoy","2017","2010s","Male","Country, Contemporary Country","","",""
"1","No Doubt About It","Neal Mccoy","1994","90s","Male","Country, Contemporary Country","","",""
"1","The Last of a Dying Breed","Neal Mccoy","2005","2000s","Male","Country, Contemporary Country","","",""
"1","Then You Can Tell Me Goodbye","Neal Mccoy","1996","90s","Male","Country, Contemporary Country","","",""
"1","They're Playing Our Song","Neal Mccoy","2017","2010s","Male","Country, Contemporary Country","","",""
"1","Wink","Neal Mccoy","1994","90s","Male","Country","","",""
"1","Brother Love's Traveling Salvation Show","Neil Diamond","1969","60s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"1","I'M Glad You're Here with Me Tonight","Neil Diamond","1977","70s","Male","Rock, Classic Rock, Pop, Adult Contemporary, Soft Rock","","",""
"1","I'M a Believer","Neil Diamond","1967","60s","Male","Rock, Pop Rock, Classic Rock, Pop, Adult Contemporary","","",""
"1","Longfellow Serenade","Neil Diamond","1974","70s","Male","Rock, Pop Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"1","Shilo","Neil Diamond","1967","60s","Male","Adult Contemporary, Soft Rock","","",""
"1","Solitary Man","Neil Diamond","1966","60s","Male","Rock, Pop Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"1","You Don'T Bring Me Flowers Barbra","Neil Diamond & Streisand","","","","","","",""
"1","Breaking Up Is Hard to Do","Neil Sedaka","1975","70s","Male","Rock, Pop Rock, Soft Rock","","",""
"1","Down by the River","Neil Young","1976","70s","Male","Country, Rock, Hard Rock, Classic Rock, Folk","","",""
"1","Country Grammar","Nelly","2000","2000s","Male","Pop, Dance-Pop, Hip-Hop","","",""
"1","Ride Wit Me","Nelly & City Spud","","","","","","",""
"1","Dilemma","Nelly & Kelly Rowland","","","","","Duets","",""
"1","Over and Over","Nelly & Tim Mcgraw","","","","","","",""
"1","Hey Man","Nelly Furtado","2000","2000s","Female","Rock, Pop, Hip-Hop, Electronic, Synth-Pop","","",""
"1","Maneater","Nelly Furtado","2006","2000s","Female","Indie Rock, Pop, Dance-Pop, Hip-Hop, Electronic","","",""
"1","Promiscuous","Nelly Furtado","2006","2000s","Female","Alternative Rock, Indie Rock, Pop, Folk, Singer-Songwriter","","",""
"1","Turn Off the Lights","Nelly Furtado","2001","2000s","Female","Folk","","",""
"1","99 Red Ballons","Nena","2002","2000s","","Pop Rock, Pop, Pop Rap, New Wave","","",""
"1","Sleeping with a Friend","Neon Trees","2014","2010s","","Rock, Alternative Rock, Pop Rock, Pop, Disco","","",""
"1","Please Don'T Go Girl","New Kids on the Block","1988","80s","","Pop, Dance-Pop, Teen Pop, Hip-Hop, Pop Rap","","",""
"1","True Faith","New Order","1987","80s","","Rock, Alternative Rock, Pop Rock, Pop, Electronic","","",""
"1","The Christmas Shoes","Newsong","2000","2000s","","","","",""
"1","Ariana Grande Thank U","Next","","","","","","",""
"1","Lighthouse Tale","Nickel Creek","","","","","","",""
"1","If Everyone Cared","Nickelback","2005","2000s","","Rock, Alternative Rock, Hard Rock, Alternative Metal, Heavy Metal","","",""
"1","Saturday Night's Alright (for Fighting)","Nickelback & Kid Rock","","","","","","",""
"1","How You Remind Me","Nickleback","","","","","","",""
"1","Don'T Tell Me You Love Me","Night Ranger","1982","80s","","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"1","When You Close Your Eyes","Night Ranger","1983","80s","","Rock, Hard Rock, Classic Rock, Heavy Metal, Metal","","",""
"1","Mr Bojangles","Nitty Gritty Dirt Band","1970","70s","","Rock, Folk, Country Rock","","",""
"1","Hella Good","No Doubt","2001","2000s","","Rock, Alternative Rock, Pop Rock, Pop, Electropop","","",""
"1","You When You're Down & Derek & the Dominos Out","Nobody Knows","","","","","","",""
"1","Disc # - Track #12 - Don'T Know Why","Norah Jones","","","","","","",""
"1","Painter Song","Norah Jones","2002","2000s","Female","Jazz","","",""
"1","Dr. Dre - (psjt)","Nuthin' but a G Thang","","","","","","",""
"1","All or Nothing","O-Town","2001","2000s","","Pop, Teen Pop, Hip-Hop, Electronic, House","","",""
"1","Champagne Supernove","Oasis","","","","","","",""
"1","Ob-La-Da Ob-La-Di","The Beatles","","","","","","",""
"1","Get Over It","Ok Go","2002","2000s","","Rock, Alternative Rock, Pop Rock, Classic Rock, Indie Rock","","",""
"1","Summer Nights Travolta, John","Olivia Newton John &","","","","","","",""
"1","Please Mr. Please","Olivia Newton-John","1974","70s","Female","Country, Country Pop, Rock, Pop Rock, Pop","","",""
"1","Summer Nights","Olivia Newton-John","2000","2000s","Female","Country, Country Pop, Pop, Disco","","",""
"1","How Bizzare","Omc","2002","2000s","","Rock, Pop Rock, Pop","","",""
"1","Les Miserables","On My Own","","","","","","",""
"1","Midnight Memories","One Direction","2013","2010s","","Rock, Pop Rock, Pop, Teen Pop","","",""
"1","Steal My Girl","One Direction","2014","2010s","","Pop Rock, Pop, Teen Pop, Boy Band, Folk Pop","","",""
"1","If I Lose Myself","Onerepublic","2013","2010s","","Rock, Alternative Rock, Pop Rock, Pop, Dance-Pop","","",""
"1","If You Leave the Dark","Orchestral Manoeuvres in","","","","","","",""
